bench,bass_time,cvc5_time,ostrich_time,z3_time
03_track_165.smt2,120.0,0.05,6.46,0.06
03_track_166.smt2,120.0,0.1,120.0,0.07
03_track_167.smt2,120.0,0.08,120.0,0.09
03_track_168.smt2,4.68,0.06,24.81,0.06
03_track_169.smt2,120.0,0.11,56.88,0.07
03_track_17.smt2,0.54,0.04,1.53,0.05
03_track_171.smt2,4.9,0.08,116.98,0.06
03_track_172.smt2,120.0,0.09,120.0,0.06
03_track_173.smt2,120.0,0.09,113.66,0.06
03_track_174.smt2,120.0,0.2,26.57,0.09
03_track_175.smt2,120.0,0.1,120.0,0.06
03_track_176.smt2,120.0,0.07,21.95,0.06
03_track_177.smt2,0.65,0.05,1.58,0.05
03_track_178.smt2,120.0,0.1,38.07,0.07
03_track_179.smt2,3.59,0.07,5.9,0.06
03_track_181.smt2,1.36,0.05,20.41,0.06
03_track_182.smt2,120.0,120.0,120.0,0.1
03_track_183.smt2,120.0,0.06,120.0,0.06
03_track_184.smt2,120.0,0.05,2.51,0.07
03_track_185.smt2,0.86,0.05,1.97,0.05
03_track_186.smt2,120.0,0.09,21.87,0.06
03_track_187.smt2,120.0,0.2,120.0,0.08
03_track_189.smt2,120.0,0.13,120.0,0.09
03_track_19.smt2,41.0,0.06,1.71,0.05
03_track_191.smt2,120.0,0.1,120.0,0.07
03_track_194.smt2,0.65,0.04,1.96,0.05
03_track_195.smt2,120.0,0.15,120.0,0.07
03_track_196.smt2,120.0,0.19,120.0,0.08
03_track_197.smt2,120.0,0.04,2.17,0.05
03_track_198.smt2,0.72,0.04,1.98,0.05
03_track_199.smt2,120.0,0.13,120.0,0.09
03_track_2.smt2,120.0,0.06,2.1,0.05
03_track_20.smt2,120.0,0.06,1.77,0.05
03_track_200.smt2,120.0,0.29,120.0,0.09
03_track_21.smt2,2.56,0.06,1.92,0.05
03_track_22.smt2,120.0,0.08,1.73,0.05
03_track_26.smt2,120.0,0.05,2.14,0.05
03_track_27.smt2,120.0,0.07,2.4,0.05
03_track_28.smt2,120.0,0.07,3.07,0.05
03_track_3.smt2,120.0,0.06,2.52,0.05
03_track_30.smt2,120.0,0.06,2.02,0.05
03_track_31.smt2,70.64,0.06,1.84,0.05
03_track_32.smt2,120.0,0.06,2.18,0.05
03_track_33.smt2,120.0,0.06,2.02,0.05
03_track_34.smt2,120.0,0.08,2.07,0.05
03_track_35.smt2,120.0,0.07,2.09,0.05
03_track_36.smt2,120.0,0.06,2.16,0.05
03_track_37.smt2,120.0,0.05,1.94,0.05
03_track_38.smt2,120.0,0.05,1.9,0.05
03_track_39.smt2,120.0,0.05,2.38,0.05
03_track_4.smt2,120.0,0.06,2.5,0.05
03_track_41.smt2,2.02,0.06,1.88,0.05
03_track_42.smt2,50.47,0.05,1.86,0.05
03_track_45.smt2,120.0,120.0,2.86,120.0
03_track_46.smt2,120.0,120.0,120.0,120.0
03_track_47.smt2,120.0,120.0,5.99,0.07
03_track_48.smt2,120.0,120.0,120.0,0.35
03_track_49.smt2,120.0,120.0,116.66,0.06
03_track_5.smt2,120.0,0.05,2.09,0.05
03_track_50.smt2,120.0,120.0,120.0,0.14
03_track_51.smt2,120.0,120.0,3.69,0.07
03_track_52.smt2,120.0,120.0,26.25,0.06
03_track_53.smt2,120.0,0.08,3.08,0.06
03_track_56.smt2,120.0,0.06,3.05,0.07
03_track_57.smt2,120.0,120.0,120.0,0.09
03_track_59.smt2,120.0,120.0,120.0,1.83
03_track_6.smt2,120.0,0.08,2.23,0.06
03_track_60.smt2,120.0,120.0,120.0,120.0
03_track_61.smt2,120.0,120.0,120.0,120.0
03_track_62.smt2,120.0,120.0,3.75,1.73
03_track_63.smt2,120.0,120.0,68.04,0.07
03_track_64.smt2,120.0,120.0,7.99,0.06
03_track_66.smt2,120.0,120.0,120.0,120.0
03_track_67.smt2,120.0,120.0,120.0,0.12
03_track_68.smt2,120.0,120.0,120.0,0.08
03_track_69.smt2,120.0,120.0,120.0,0.08
03_track_7.smt2,0.54,0.05,1.61,0.05
03_track_70.smt2,120.0,120.0,101.36,0.06
03_track_71.smt2,120.0,120.0,3.26,0.06
03_track_75.smt2,120.0,120.0,120.0,120.0
03_track_76.smt2,120.0,120.0,120.0,0.07
03_track_77.smt2,120.0,0.09,120.0,0.06
03_track_78.smt2,120.0,120.0,120.0,120.0
03_track_79.smt2,120.0,0.07,120.0,0.07
03_track_8.smt2,0.64,0.06,1.42,0.04
03_track_80.smt2,0.53,0.03,1.52,0.04
03_track_81.smt2,120.0,120.0,5.35,0.07
03_track_82.smt2,120.0,0.14,120.0,0.09
03_track_83.smt2,120.0,0.14,120.0,0.07
03_track_84.smt2,120.0,0.14,120.0,0.08
03_track_85.smt2,120.0,0.06,4.45,0.06
03_track_86.smt2,120.0,0.06,39.16,0.05
03_track_87.smt2,120.0,0.06,110.53,0.06
03_track_88.smt2,120.0,0.07,36.9,0.07
03_track_89.smt2,0.79,0.04,1.94,0.06
03_track_9.smt2,0.93,0.05,1.8,0.05
03_track_90.smt2,120.0,0.04,2.34,0.05
03_track_91.smt2,0.6,0.03,1.69,0.05
03_track_92.smt2,1.11,0.08,2.27,0.06
03_track_93.smt2,0.76,0.04,2.08,0.06
03_track_94.smt2,0.65,0.04,1.85,0.06
03_track_95.smt2,0.66,0.03,1.79,0.05
03_track_96.smt2,0.63,0.09,2.02,0.05
03_track_97.smt2,3.58,0.05,1.98,0.06
04_track_1.smt2,0.55,0.03,1.32,0.05
04_track_10.smt2,120.0,0.13,8.77,0.05
04_track_101.smt2,120.0,0.15,6.36,0.05
04_track_102.smt2,120.0,0.07,3.56,0.04
04_track_103.smt2,120.0,0.07,3.73,0.05
04_track_104.smt2,120.0,0.08,7.53,0.07
04_track_105.smt2,120.0,0.08,2.77,0.05
04_track_106.smt2,120.0,0.94,120.0,3.53
04_track_108.smt2,120.0,0.11,7.61,0.05
04_track_109.smt2,120.0,0.08,4.89,0.05
04_track_11.smt2,120.0,0.63,9.83,0.05
04_track_111.smt2,120.0,0.73,40.24,1.86
04_track_113.smt2,120.0,0.07,3.35,0.05
04_track_114.smt2,120.0,0.04,23.48,0.04
04_track_115.smt2,120.0,0.61,50.59,2.61
04_track_116.smt2,120.0,0.08,4.72,0.05
04_track_117.smt2,120.0,0.22,120.0,0.05
04_track_118.smt2,120.0,0.17,35.05,0.05
04_track_12.smt2,120.0,0.59,48.5,0.06
04_track_120.smt2,120.0,0.66,9.18,0.05
04_track_123.smt2,120.0,0.11,5.43,0.05
04_track_125.smt2,1.25,0.04,9.95,0.05
04_track_126.smt2,120.0,0.37,8.02,0.05
04_track_128.smt2,120.0,0.8,11.72,0.07
04_track_129.smt2,120.0,0.07,3.17,0.05
04_track_13.smt2,120.0,0.11,4.46,0.18
04_track_131.smt2,120.0,0.06,2.94,0.05
04_track_133.smt2,120.0,0.04,3.29,0.05
04_track_134.smt2,120.0,0.16,44.23,0.28
04_track_136.smt2,120.0,0.7,23.9,0.07
04_track_137.smt2,120.0,0.42,120.0,2.59
04_track_138.smt2,120.0,0.16,9.27,0.05
04_track_139.smt2,120.0,0.69,9.61,0.06
04_track_140.smt2,120.0,0.11,5.2,0.05
04_track_141.smt2,120.0,0.06,3.53,0.05
04_track_144.smt2,120.0,0.05,2.39,0.05
04_track_145.smt2,120.0,0.38,11.18,0.06
04_track_146.smt2,120.0,0.14,5.56,0.05
04_track_147.smt2,120.0,0.06,2.74,0.05
04_track_150.smt2,120.0,0.13,7.6,0.05
04_track_151.smt2,120.0,0.07,4.09,0.13
04_track_152.smt2,120.0,0.16,4.96,0.05
04_track_153.smt2,120.0,0.05,2.33,0.05
04_track_154.smt2,120.0,0.07,4.18,0.06
04_track_155.smt2,120.0,0.74,13.83,0.06
04_track_157.smt2,120.0,0.07,3.71,0.05
04_track_159.smt2,120.0,0.11,4.35,0.05
04_track_16.smt2,120.0,1.46,17.18,0.07
04_track_160.smt2,120.0,0.07,4.5,0.05
04_track_161.smt2,120.0,0.07,3.66,0.05
04_track_162.smt2,120.0,0.05,13.17,0.06
04_track_163.smt2,120.0,0.9,120.0,0.06
04_track_164.smt2,120.0,0.16,6.71,0.06
04_track_166.smt2,120.0,0.32,8.22,0.05
04_track_167.smt2,120.0,0.24,6.49,0.05
04_track_168.smt2,120.0,0.34,8.18,0.05
04_track_17.smt2,120.0,0.08,4.12,0.05
04_track_171.smt2,120.0,0.33,120.0,0.81
04_track_172.smt2,120.0,0.05,1.78,0.05
04_track_173.smt2,120.0,0.08,3.2,0.05
04_track_175.smt2,120.0,0.06,2.94,0.06
04_track_176.smt2,120.0,0.76,56.92,5.66
04_track_178.smt2,120.0,0.09,1.89,0.04
04_track_18.smt2,120.0,0.06,2.57,0.05
04_track_180.smt2,120.0,0.12,5.66,0.05
04_track_181.smt2,120.0,0.4,7.89,0.05
04_track_183.smt2,120.0,0.36,7.09,0.05
04_track_185.smt2,120.0,0.55,32.71,0.06
04_track_186.smt2,120.0,1.08,50.0,5.15
04_track_187.smt2,120.0,0.09,4.8,0.05
04_track_188.smt2,120.0,0.07,4.09,0.05
04_track_189.smt2,120.0,0.71,120.0,4.81
04_track_19.smt2,120.0,0.07,3.01,0.05
04_track_190.smt2,120.0,0.11,5.68,0.05
04_track_191.smt2,120.0,0.07,2.65,0.05
04_track_194.smt2,120.0,0.54,7.03,0.06
04_track_195.smt2,1.0,0.09,1.39,0.05
04_track_196.smt2,120.0,0.04,2.33,0.06
04_track_198.smt2,120.0,0.16,5.1,0.05
04_track_199.smt2,120.0,1.83,85.82,9.5
04_track_2.smt2,120.0,0.04,2.39,0.05
04_track_20.smt2,120.0,0.05,3.77,0.05
04_track_21.smt2,120.0,0.07,4.03,0.05
04_track_22.smt2,120.0,1.5,15.89,0.06
04_track_23.smt2,120.0,0.06,2.35,0.04
04_track_24.smt2,120.0,0.14,5.54,0.06
04_track_25.smt2,120.0,0.08,4.78,0.05
04_track_27.smt2,120.0,0.07,50.35,0.07
04_track_28.smt2,120.0,1.01,38.38,0.06
04_track_31.smt2,120.0,0.14,5.83,0.05
04_track_32.smt2,120.0,0.04,7.05,0.05
04_track_33.smt2,120.0,0.08,4.5,0.06
04_track_35.smt2,120.0,0.05,3.55,0.06
04_track_37.smt2,120.0,0.54,8.61,0.08
04_track_38.smt2,120.0,2.48,95.29,21.38
04_track_4.smt2,120.0,0.15,3.64,0.05
04_track_40.smt2,120.0,0.66,55.54,3.23
04_track_41.smt2,120.0,0.39,8.98,0.06
04_track_43.smt2,120.0,0.03,5.4,0.05
04_track_44.smt2,120.0,0.05,2.5,0.05
04_track_45.smt2,120.0,0.08,3.41,0.05
04_track_46.smt2,120.0,0.32,9.63,0.07
04_track_47.smt2,120.0,0.16,5.29,0.05
04_track_48.smt2,120.0,0.6,50.69,5.27
04_track_49.smt2,120.0,0.09,120.0,0.21
04_track_51.smt2,120.0,0.06,2.5,0.05
04_track_52.smt2,120.0,0.07,4.58,0.05
04_track_53.smt2,120.0,2.24,20.3,0.08
04_track_54.smt2,120.0,0.1,4.15,0.05
04_track_56.smt2,120.0,0.07,4.77,0.06
04_track_57.smt2,120.0,0.09,4.95,0.08
04_track_59.smt2,120.0,0.07,2.85,0.31
04_track_60.smt2,120.0,0.06,2.09,0.49
04_track_61.smt2,120.0,0.13,5.81,0.51
04_track_63.smt2,120.0,0.85,94.74,7.02
04_track_64.smt2,120.0,0.09,5.46,0.07
04_track_67.smt2,120.0,0.04,4.96,0.09
04_track_68.smt2,120.0,0.57,6.95,0.06
04_track_7.smt2,120.0,0.03,2.16,0.07
04_track_70.smt2,120.0,0.08,4.38,0.06
04_track_71.smt2,120.0,0.21,7.52,0.07
04_track_72.smt2,120.0,0.07,3.62,0.06
04_track_73.smt2,120.0,0.04,3.58,0.07
04_track_74.smt2,120.0,0.15,5.08,0.06
04_track_76.smt2,120.0,0.33,6.34,0.07
04_track_77.smt2,120.0,0.09,4.96,0.07
04_track_78.smt2,120.0,0.08,5.9,0.07
04_track_79.smt2,120.0,0.37,10.55,0.08
04_track_8.smt2,0.69,0.03,3.68,0.06
04_track_80.smt2,120.0,0.06,3.33,0.07
04_track_81.smt2,120.0,0.07,5.8,0.11
04_track_82.smt2,120.0,0.1,5.19,0.07
04_track_83.smt2,120.0,0.08,6.36,0.07
04_track_84.smt2,120.0,0.37,8.4,0.07
04_track_85.smt2,120.0,0.31,6.56,0.06
04_track_86.smt2,120.0,1.55,17.11,0.11
04_track_87.smt2,120.0,0.04,2.87,0.07
04_track_88.smt2,120.0,0.68,11.06,0.07
04_track_89.smt2,120.0,0.16,6.71,0.07
04_track_9.smt2,120.0,0.13,6.23,0.27
04_track_90.smt2,120.0,0.16,9.08,0.07
04_track_91.smt2,120.0,0.08,2.96,0.08
04_track_92.smt2,120.0,0.06,2.69,0.07
04_track_94.smt2,120.0,0.05,120.0,0.08
04_track_95.smt2,120.0,0.13,5.93,0.06
04_track_96.smt2,120.0,0.06,3.42,0.07
04_track_99.smt2,120.0,1.54,120.0,13.37
